creator,has_child,node_create_time,node_token,node_type,obj_create_time,obj_edit_time,obj_token,obj_type,origin_node_token,origin_space_id,owner,parent_node_token,space_id,title,version,versioncount,filePathou_c6c7700b20f7c84a7505420680f4f094,True,1716370663,AYnmwB4J6ikDpTksrppcK59lnGz,origin,1716370663,1716371457,RuNcdNu1ZoudoAxn8FQcv6bln3d,docx,AYnmwB4J6ikDpTksrppcK59lnGz,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,,7312380977362255874,Domain Knowledge + Workflow,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/RuNcdNu1ZoudoAxn8FQcv6bln3d_Domain Knowledge + Workflow
ou_c6c7700b20f7c84a7505420680f4f094,True,1702546369,RRHVw6pH3ituKfkT1XTcqPdSnEf,origin,1702546369,1716371414,GnR7dDQhyosm12xqEEgcytmanvc,docx,RRHVw6pH3ituKfkT1XTcqPdSnEf,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,,7312380977362255874,知识寻源+获取,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/GnR7dDQhyosm12xqEEgcytmanvc_知识寻源+获取
ou_c6c7700b20f7c84a7505420680f4f094,True,1706077925,Ezn8w7wZ2idu0YkErNCcX6I3ntf,origin,1706077925,1706077933,RlASdBHBhoEca5xGHz5cDjQqntC,docx,Ezn8w7wZ2idu0YkErNCcX6I3ntf,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,,7312380977362255874,临时、过期,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/RlASdBHBhoEca5xGHz5cDjQqntC_临时、过期
ou_c6c7700b20f7c84a7505420680f4f094,True,1716370724,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,origin,1716370724,1716370729,BeMIdUN7joY5Pjxa3DvckTXlnhe,docx,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,AYnmwB4J6ikDpTksrppcK59lnGz,7312380977362255874,会议记录,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/BeMIdUN7joY5Pjxa3DvckTXlnhe_会议记录
ou_c6c7700b20f7c84a7505420680f4f094,True,1716371772,BWaqwyJi0ibliokzEXJcA23Yn9e,origin,1716371772,1719974433,HssCd2SQmoit5HxNj0bcfokUn2H,docx,BWaqwyJi0ibliokzEXJcA23Yn9e,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,AYnmwB4J6ikDpTksrppcK59lnGz,7312380977362255874,MVP1.0开发,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/HssCd2SQmoit5HxNj0bcfokUn2H_MVP1.0开发
ou_c6c7700b20f7c84a7505420680f4f094,True,1720428298,SskmwKathieOH1kj8rrcbtPGnre,origin,1720428298,1720592213,ALNndXR8BombhAxC3BIc47e0nBe,docx,SskmwKathieOH1kj8rrcbtPGnre,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,AYnmwB4J6ikDpTksrppcK59lnGz,7312380977362255874,知识工厂任务规划,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/ALNndXR8BombhAxC3BIc47e0nBe_知识工厂任务规划
ou_a783aaf74a1dc17054c773f639788ab8,True,1723169251,ARhSwI1iSivam5kHAu3cehuhnOd,origin,1723169251,1724634969,Bu62d9qAcoXYoaxp8Uuc7SBrnWh,docx,ARhSwI1iSivam5kHAu3cehuhnOd,7312380977362255874,ou_a783aaf74a1dc17054c773f639788ab8,AYnmwB4J6ikDpTksrppcK59lnGz,7312380977362255874,Architecture,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/Bu62d9qAcoXYoaxp8Uuc7SBrnWh_Architecture
ou_c6c7700b20f7c84a7505420680f4f094,False,1724659704,CLMWwQ7CXi4LVJkXndicw8knnHd,origin,1724659704,1724663498,GFQAdZcwdoTZ8hxnIvHcMPTXnee,docx,CLMWwQ7CXi4LVJkXndicw8knnHd,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,7312380977362255874,240826 update,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/GFQAdZcwdoTZ8hxnIvHcMPTXnee_240826 update
ou_c6c7700b20f7c84a7505420680f4f094,False,1723772882,XmeIwKGHUifIQjkS7zUcge8Snkb,origin,1723772882,1723772907,Rt3FdN90sogd15x4hGcc3LsUnXL,docx,XmeIwKGHUifIQjkS7zUcge8Snkb,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,7312380977362255874,240815 知识工作汇报,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/Rt3FdN90sogd15x4hGcc3LsUnXL_240815 知识工作汇报
ou_c6c7700b20f7c84a7505420680f4f094,False,1723448220,JRtNw0jFGirBogkBUyscuiLDnp7,origin,1723448220,1723772785,Gb9TdpjZzoBjY7xrqbZcf4tgnzc,docx,JRtNw0jFGirBogkBUyscuiLDnp7,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,7312380977362255874,Current Work Summary 240813,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/Gb9TdpjZzoBjY7xrqbZcf4tgnzc_Current Work Summary 240813
ou_c6c7700b20f7c84a7505420680f4f094,False,1721374074,U1QTwa0rQig6Xck64qTcC9D1nff,origin,1721374074,1721379182,Va1ddvNANokon0xQHHRcw12MnVd,docx,U1QTwa0rQig6Xck64qTcC9D1nff,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,7312380977362255874,DC场景与方案第一轮收集结果review 2024年7月19日,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/Va1ddvNANokon0xQHHRcw12MnVd_DC场景与方案第一轮收集结果review 2024年7月19日
ou_c6c7700b20f7c84a7505420680f4f094,True,1719909171,SWZuwjHoSiJZXXkSPkAcV8ePnzf,origin,1719909171,1724037967,UJBldb4oqolKinx8o0KcEREknyb,docx,SWZuwjHoSiJZXXkSPkAcV8ePnzf,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,7312380977362255874,FY 2024 Q2 Review - Knowledge Factory,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/UJBldb4oqolKinx8o0KcEREknyb_FY 2024 Q2 Review - Knowledge Factory
ou_c6c7700b20f7c84a7505420680f4f094,False,1716370804,EOEzweS7aiLfYbkNMOyc7iqIntf,origin,1716370804,1716433977,PIWUdV0cooU7kTxoOT8cxxdin0Z,docx,EOEzweS7aiLfYbkNMOyc7iqIntf,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,7312380977362255874,05-22 信息同步 重新规划,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/PIWUdV0cooU7kTxoOT8cxxdin0Z_05-22 信息同步 重新规划
ou_c6c7700b20f7c84a7505420680f4f094,False,1716349951,TizBwxIUei8oO0kz48acd2brnHb,origin,1716349951,1716370790,OKZndDGw7oWYmVxWadOc7aFWnDg,docx,TizBwxIUei8oO0kz48acd2brnHb,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,7312380977362255874,05-22知识中心MVP功能细节,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/OKZndDGw7oWYmVxWadOc7aFWnDg_05-22知识中心MVP功能细节
ou_c6c7700b20f7c84a7505420680f4f094,False,1715908460,NBJvweJ3MiQZzMkLiDtcKh9unRd,origin,1715908460,1716370784,II8JdhYvCom7dQxMcKdcMIF1n3g,docx,NBJvweJ3MiQZzMkLiDtcKh9unRd,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,7312380977362255874,05-21知识中心MVP需求,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/II8JdhYvCom7dQxMcKdcMIF1n3g_05-21知识中心MVP需求
ou_c6c7700b20f7c84a7505420680f4f094,False,1715845206,J26wwlLP1iRF45klIffcljmjnhb,origin,1715845206,1716370770,U6etdvehUo7QVUx8XSnc7Xafn9b,docx,J26wwlLP1iRF45klIffcljmjnhb,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,7312380977362255874,05-16知识建设和管理方案,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/U6etdvehUo7QVUx8XSnc7Xafn9b_05-16知识建设和管理方案
ou_c6c7700b20f7c84a7505420680f4f094,False,1720513562,YijwwVN2uinuBCkwNxDcvHU1n9c,origin,1720513562,1720513763,Hywid7Sgiox1yAxGmBnc8LxLnrc,docx,YijwwVN2uinuBCkwNxDcvHU1n9c,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,XZ78wuy6Ei8MmSkOrF0cvkXvnLf,7312380977362255874,龙哥协助清单,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/Hywid7Sgiox1yAxGmBnc8LxLnrc_龙哥协助清单
ou_c6c7700b20f7c84a7505420680f4f094,False,1720229163,Iq45wFc7oi5HoqkxyfLc2h4insA,origin,1720229163,1720499713,XqhYdR1zzoFtPCxIBizcgRiGnPd,docx,Iq45wFc7oi5HoqkxyfLc2h4insA,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,SWZuwjHoSiJZXXkSPkAcV8ePnzf,7312380977362255874,Knowledge Factory & Other Team,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/XqhYdR1zzoFtPCxIBizcgRiGnPd_Knowledge Factory & Other Team
ou_c6c7700b20f7c84a7505420680f4f094,False,1720003572,BluLwQEVSicp0dkiug3cmvAbnbh,origin,1720003572,1720403075,AeqddyOBsoBjvcxRBokc72Fznkh,docx,BluLwQEVSicp0dkiug3cmvAbnbh,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,SWZuwjHoSiJZXXkSPkAcV8ePnzf,7312380977362255874,发言备忘,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/AeqddyOBsoBjvcxRBokc72Fznkh_发言备忘
ou_c6c7700b20f7c84a7505420680f4f094,False,1719884047,Y1uswV1aDiqrU6kHG6hcPBvCn0g,origin,1719884047,1720107836,R780d6fJ5oeUpuxfv9lcIbISnbf,docx,Y1uswV1aDiqrU6kHG6hcPBvCn0g,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,SWZuwjHoSiJZXXkSPkAcV8ePnzf,7312380977362255874,07-02 知识整体规划,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/R780d6fJ5oeUpuxfv9lcIbISnbf_07-02 知识整体规划
ou_c6c7700b20f7c84a7505420680f4f094,False,1715653591,HcuxwTHZrizF21kSPgXcRfurnAh,origin,1715653591,1716436463,SaF9b8HFMaslwXseA4ZcxP7Ynjb,bitable,HcuxwTHZrizF21kSPgXcRfurnAh,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,BWaqwyJi0ibliokzEXJcA23Yn9e,7312380977362255874,知识需求汇总,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/SaF9b8HFMaslwXseA4ZcxP7Ynjb_知识需求汇总
ou_c6c7700b20f7c84a7505420680f4f094,False,1716371809,PDDkwHRraijTv2kmApccJ25bnUf,origin,1716371809,1716456008,BKkdb2RhJaYwlxs6hsbcfAQAndh,bitable,PDDkwHRraijTv2kmApccJ25bnUf,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,BWaqwyJi0ibliokzEXJcA23Yn9e,7312380977362255874,Usecases,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/BKkdb2RhJaYwlxs6hsbcfAQAndh_Usecases
ou_c6c7700b20f7c84a7505420680f4f094,False,1720505791,DqDiwClVlijKCokKscOc938Cnkc,origin,1720505791,1724035185,IYBTbfSYcaewNQsiHU0cZkEcnWb,bitable,DqDiwClVlijKCokKscOc938Cnkc,7312380977362255874,ou_c6c7700b20f7c84a7505420680f4f094,SskmwKathieOH1kj8rrcbtPGnre,7312380977362255874,BSC Review I2 Knowledge Factory Q3,0,0,https://minio.middleware.dev.motiong.net/browser/raw-knowledge/MotionG/SpacesFiles/IYBTbfSYcaewNQsiHU0cZkEcnWb_BSC Review I2 Knowledge Factory Q3
