Timestamp,Logger Name,Level,Message,Error Category
2024-09-07 00:58:07,677,logger,INFO,"-----------------------------------------------

now uploading updated files

-----------------------------------------------",
2024-09-07 00:58:21,435,logger,INFO,Downloaded item: default_user.xml (file), token: SkTcbQLUXokWzLx5zE0cm4wonAd,upload
2024-09-07 01:01:33,353,logger,INFO,update db success,postgres
2024-09-07 01:01:55,937,logger,ERROR,Failed to download item: 新松半导体晶圆搬运项目-软件开发 (docx)," token: I0rRdFE5XocQ8OxtFwIcrgklnHc。:::REASON:Failed to get file token.
Details: {""name"": ""新松半导体晶圆搬运项目-软件开发"""," ""token"": ""I0rRdFE5XocQ8OxtFwIcrgklnHc"""," ""type"": ""docx"""," ""ticket"": ""7411575661090914332"""," ""file_token"": null}",lark_downloader
2024-09-07 01:08:43,574,logger,INFO,update db success,postgres
2024-09-07 01:08:55,251,logger,ERROR,Failed to download item: 新松第一轮环境跑机报告 (docx)," token: AT3LduvbUoupYwx7ZVWcDccDnXd。:::REASON:Failed to get file token.
Details: {""name"": ""新松第一轮环境跑机报告"""," ""token"": ""AT3LduvbUoupYwx7ZVWcDccDnXd"""," ""type"": ""docx"""," ""ticket"": ""7411577497352945665"""," ""file_token"": null}",lark_downloader
2024-09-07 01:08:55,389,logger,INFO,update db success,postgres
2024-09-07 01:08:55,390,logger,INFO,Skipping row: 客户项目背景描述.:::REASON:Unsupported type:folder,lark_downloader
2024-09-07 01:08:55,526,logger,INFO,update db success,postgres
2024-09-07 01:08:55,526,logger,INFO,Skipping row: 学习记录和问题.:::REASON:Unsupported type:shortcut,lark_downloader
2024-09-07 01:08:55,662,logger,INFO,update db success,postgres
2024-09-07 01:08:55,663,logger,INFO,Skipping row: 客户对外测试报告.:::REASON:Unsupported type:folder,lark_downloader
2024-09-07 01:08:55,802,logger,INFO,update db success,postgres
2024-09-07 01:08:57,419,logger,ERROR,Failed to download item: 结构件BOM汇总及版本管理 (bitable)," token: WLXnbVjYsa9QHis7cTFcJU6Wnbf。:::REASON:Failed to get file token.
Details: {""name"": ""结构件BOM汇总及版本管理"""," ""token"": ""WLXnbVjYsa9QHis7cTFcJU6Wnbf"""," ""type"": ""bitable"""," ""ticket"": ""7411577536734920708"""," ""file_token"": null}",lark_downloader
2024-09-07 01:08:57,556,logger,INFO,update db success,postgres
2024-09-07 01:09:07,623,logger,INFO,Downloaded item: CiA402-2 version 3.0 勘误版.pdf (file), token: JWzlbBRmaoWg6GxAHQEcbdvcnUh,upload
2024-09-07 01:09:16,227,logger,INFO,update db success,postgres
2024-09-07 01:09:19,859,logger,INFO,Downloaded item: Administrator.xml (file), token: IrzWbrg4NoCptVxb2wRc6mHCni7,upload
2024-09-07 01:09:21,188,logger,INFO,update db success,postgres
2024-09-07 01:09:27,089,logger,INFO,Downloaded item: CN-S-24-T-LY项目启动信息 (sheet), token: PiyPsgZkAhlnPOtqipycr1v9nOS,upload
2024-09-07 01:09:28,480,logger,INFO,update db success,postgres
2024-09-07 01:09:37,864,logger,INFO,Downloaded item: wKgZomYMynKAD9Y-AD4RANDaQIw558.jpg (file), token: Yy9FbsaUxoGzHWxe957cD1cmnKA,upload
2024-09-07 01:09:49,394,logger,INFO,update db success,postgres
2024-09-07 01:10:00,074,logger,INFO,Downloaded item: wKgaomYMyrKAUl0IAE38m-2k3SI510.jpg (file), token: UtNhbOBZbocgmox0U3ucGtbFn3b,upload
2024-09-07 01:10:09,773,logger,INFO,update db success,postgres
2024-09-07 01:10:13,483,logger,INFO,Downloaded item: IGBT驱动波形负压关断时有上升尖峰请问有没有办法可以抑制.md (file), token: Y0QHbXLtBoqcM2xk1ykcfv4nn5e,upload
2024-09-07 01:10:14,821,logger,INFO,update db success,postgres
2024-09-07 01:10:18,438,logger,INFO,Downloaded item: wKgZomZZgB2AWy9PAAAd6pWFpsw766.png (file), token: XnUSbB1y9o6jXGx3p2rccM7Mn4f,upload
2024-09-07 01:10:19,769,logger,INFO,update db success,postgres
2024-09-07 01:10:23,675,logger,INFO,Downloaded item: wKgZomZZgAiAbLJaAABV3906gUI289.png (file), token: SR0vbUzeDowQGaxjtNBczfxsnDe,upload
2024-09-07 01:10:25,047,logger,INFO,update db success,postgres
2024-09-07 01:10:28,563,logger,INFO,Downloaded item: wKgaomZZgBWAah-4AAAhYXSDsh8287.png (file), token: EXnXbyBkwo6cTLxNO0acGRPjnDC,upload
2024-09-07 01:10:29,897,logger,INFO,update db success,postgres
2024-09-07 01:10:33,445,logger,INFO,Downloaded item: .name (file), token: JuJKbFE4boWP0JxycPycmK4AnPe,upload
2024-09-07 01:10:34,811,logger,INFO,update db success,postgres
2024-09-07 01:10:38,418,logger,INFO,Downloaded item: modules.xml (file), token: SQ37bCPI1oU4qZxg0wpcSWxfnBd,upload
2024-09-07 01:10:39,784,logger,INFO,update db success,postgres
2024-09-07 01:10:45,731,logger,INFO,Downloaded item: CANopen / Modbus 通讯型 (docx), token: NBd9dSvz4oCwntxEF8wc4R7Lnhh,upload
2024-09-07 01:10:46,488,logger,INFO,update db success,postgres
2024-09-07 01:10:46,489,logger,INFO,Skipping row: Boot和BSP版本号定义.:::REASON:Unsupported type:shortcut,lark_downloader
2024-09-07 01:10:46,624,logger,INFO,update db success,postgres
2024-09-07 01:10:52,609,logger,INFO,Downloaded item: 瘦身/重构讨论 on Jun 18, 2024 (docx), token: IgYHdqkI6ovTE8x08m9c58M1nny,upload
2024-09-07 01:10:53,344,logger,INFO,update db success,postgres
2024-09-07 01:10:54,821,logger,ERROR,Failed to download item: MotionG内部大模型平台（管理员版） (docx)," token: EaV9du5mTogVmsxfGF4cAjC1nsg。:::REASON:Failed to get file token.
Details: {""name"": ""MotionG内部大模型平台（管理员版）"""," ""token"": ""EaV9du5mTogVmsxfGF4cAjC1nsg"""," ""type"": ""docx"""," ""ticket"": ""7411578041568100353"""," ""file_token"": null}",lark_downloader
2024-09-07 01:10:54,958,logger,INFO,update db success,postgres
2024-09-07 01:10:56,521,logger,ERROR,Failed to download item: 客户服务数据统计 (bitable)," token: bascnRGGRu8vRSAMVDE20gTwuWb。:::REASON:Failed to get file token.
Details: {""name"": ""客户服务数据统计"""," ""token"": ""bascnRGGRu8vRSAMVDE20gTwuWb"""," ""type"": ""bitable"""," ""ticket"": ""7411578048544849924"""," ""file_token"": null}",lark_downloader
2024-09-07 01:10:56,658,logger,INFO,update db success,postgres
2024-09-07 01:11:02,176,logger,INFO,Downloaded item: Flex/FlexR 等效散热建议 (sheet), token: LCuisaUY3hALy0tIVoDcVImUnvg,upload
2024-09-07 01:11:02,910,logger,INFO,update db success,postgres
2024-09-07 01:11:08,568,logger,INFO,Downloaded item: 李千禧|Qianxi Li的妙记 (sheet), token: NDEwsj8gohrJ7At3X0jcmJlUnFd,upload
2024-09-07 01:11:09,290,logger,INFO,update db success,postgres
2024-09-07 01:11:15,180,logger,INFO,Downloaded item: Meeting Notes: 销售技能培训Class2：现有产品介绍及编码器基础知识 Apr 24, 2023 (docx), token: FrpPdAGTloluGSx3Bf4cgteLnkh,upload
2024-09-07 01:11:15,919,logger,INFO,update db success,postgres
2024-09-07 01:11:17,406,logger,ERROR,Failed to download item: 请假 (bitable)," token: RPgbbhl3Xadrm3sSwUecaQe3nlh。:::REASON:Failed to get file token.
Details: {""name"": ""请假"""," ""token"": ""RPgbbhl3Xadrm3sSwUecaQe3nlh"""," ""type"": ""bitable"""," ""ticket"": ""7411578138490060828"""," ""file_token"": null}",lark_downloader
2024-09-07 01:11:17,545,logger,INFO,update db success,postgres
2024-09-07 01:11:23,661,logger,INFO,Downloaded item: 赋能+效率个人规划: 刘述亮 (doc), token: doccnEe6GJyRnB2ImmErtswkjSd,upload
2024-09-07 01:11:24,408,logger,INFO,update db success,postgres
2024-09-07 01:11:25,876,logger,ERROR,Failed to download item: 试用期转正评估-XXX -审批版 (docx)," token: DJN4dXOOzodUzcx6tFOcyg7UnGe。:::REASON:Failed to get file token.
Details: {""name"": ""试用期转正评估-XXX -审批版"""," ""token"": ""DJN4dXOOzodUzcx6tFOcyg7UnGe"""," ""type"": ""docx"""," ""ticket"": ""7411578174946934785"""," ""file_token"": null}",lark_downloader
2024-09-07 01:11:26,014,logger,INFO,update db success,postgres
2024-09-07 01:11:26,015,logger,INFO,Skipping row: BOOT、BSP、硬件版本号定义.:::REASON:Unsupported type:shortcut,lark_downloader
2024-09-07 01:11:26,150,logger,INFO,update db success,postgres
